-2.0; 0
-1.9183673469387754; 0
-1.836734693877551; 0
-1.7551020408163265; 0
-1.6734693877551021; 0
-1.5918367346938775; 0
-1.510204081632653; 0
-1.4285714285714286; 0
-1.3469387755102042; 0
-1.2653061224489797; 0
-1.183673469387755; 0
-1.1020408163265307; 0
-1.0204081632653061; 0
-0.9387755102040818; 1.0
-0.8571428571428572; 1.0
-0.7755102040816328; 1.0
-0.6938775510204083; 1.0
-0.6122448979591837; 1.0
-0.5306122448979593; 1.0
-0.44897959183673475; 1.0
-0.3673469387755104; 1.0
-0.2857142857142858; 1.0
-0.20408163265306145; 1.0
-0.12244897959183687; 1.0
-0.04081632653061229; 1.0
0.04081632653061229; 1.0
0.12244897959183643; 1.0
0.204081632653061; 1.0
0.2857142857142856; 1.0
0.36734693877551017; 1.0
0.4489795918367343; 1.0
0.5306122448979589; 1.0
0.6122448979591835; 1.0
0.693877551020408; 1.0
0.7755102040816326; 1.0
0.8571428571428568; 1.0
0.9387755102040813; 1.0
1.020408163265306; 0
1.1020408163265305; 0
1.1836734693877546; 0
1.2653061224489792; 0
1.3469387755102038; 0
1.4285714285714284; 0
1.510204081632653; 0
1.591836734693877; 0
1.6734693877551017; 0
1.7551020408163263; 0
1.8367346938775508; 0
1.9183673469387754; 0
2.0; 0
