-1.0,1.0
-0.9989994997498749,1.0
-0.9979989994997499,1.0
-0.9969984992496248,1.0
-0.9959979989994997,1.0
-0.9949974987493747,1.0
-0.9939969984992496,1.0
-0.9929964982491246,1.0
-0.9919959979989995,1.0
-0.9909954977488744,1.0
-0.9899949974987494,1.0
-0.9889944972486243,1.0
-0.9879939969984992,1.0
-0.9869934967483742,1.0
-0.9859929964982491,1.0
-0.984992496248124,1.0
-0.983991995997999,1.0
-0.9829914957478739,1.0
-0.9819909954977488,1.0
-0.9809904952476238,1.0
-0.9799899949974987,1.0
-0.9789894947473737,1.0
-0.9779889944972486,1.0
-0.9769884942471235,1.0
-0.9759879939969985,1.0
-0.9749874937468734,1.0
-0.9739869934967483,1.0
-0.9729864932466233,1.0
-0.9719859929964982,1.0
-0.9709854927463731,1.0
-0.9699849924962481,1.0
-0.968984492246123,1.0
-0.967983991995998,1.0
-0.966983491745873,1.0
-0.9659829914957478,1.0
-0.9649824912456229,1.0
-0.9639819909954978,1.0
-0.9629814907453726,1.0
-0.9619809904952477,1.0
-0.9609804902451226,1.0
-0.9599799899949975,1.0
-0.9589794897448725,1.0
-0.9579789894947474,1.0
-0.9569784892446224,1.0
-0.9559779889944973,1.0
-0.9549774887443722,1.0
-0.9539769884942472,1.0
-0.9529764882441221,1.0
-0.951975987993997,1.0
-0.950975487743872,1.0
-0.9499749874937469,1.0
-0.9489744872436218,1.0
-0.9479739869934968,1.0
-0.9469734867433717,1.0
-0.9459729864932467,1.0
-0.9449724862431216,1.0
-0.9439719859929965,1.0
-0.9429714857428715,1.0
-0.9419709854927464,1.0
-0.9409704852426213,1.0
-0.9399699849924963,1.0
-0.9389694847423712,1.0
-0.9379689844922461,1.0
-0.9369684842421211,1.0
-0.935967983991996,1.0
-0.9349674837418709,1.0
-0.9339669834917459,1.0
-0.9329664832416208,1.0
-0.9319659829914958,1.0
-0.9309654827413707,1.0
-0.9299649824912456,1.0
-0.9289644822411206,1.0
-0.9279639819909955,1.0
-0.9269634817408704,1.0
-0.9259629814907454,1.0
-0.9249624812406203,1.0
-0.9239619809904953,1.0
-0.9229614807403702,1.0
-0.9219609804902451,1.0
-0.9209604802401201,1.0
-0.919959979989995,1.0
-0.9189594797398699,1.0
-0.9179589794897449,1.0
-0.9169584792396198,1.0
-0.9159579789894947,1.0
-0.9149574787393697,1.0
-0.9139569784892446,1.0
